A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
88,84.2833129267359,1.0,0.8301483625318975,264.53014370756745,1.5,0.31835680419676293,322.89742997979357,1.0,0.6628987650547501,297.05058218344834,1.5,0.9008717798551011,213.6689151850835,1.0,0.8724181677404855,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
111,195.64709488813122,10,0.9402986487810148,72.99768359021928,1.5,0.8692952956050405,112.87309796803018,10,0.7519465029472329,113.98081371002542,1.5,0.7136495162607639,311.49505384675,10,0.5008554748851604,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,policy 0,dikesnet
56,291.5839466276269,1.5,0.1634882558060452,90.1662445984123,10,0.389724948830884,164.05561874089167,1.0,0.10362677483027206,149.72488870703398,1.0,0.5418495130134972,266.54409815198494,1.0,0.2070630182800886,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,policy 0,dikesnet
28,85.06479293008307,1.0,0.9806407643218741,308.44491646481714,1.0,0.12954944041881253,32.05421409903343,10,0.2966009401949867,240.91079361206684,1.5,0.6965036399605969,154.52466593964922,1.5,0.6975919441823039,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,policy 0,dikesnet
98,262.3858709393794,1.0,0.17507503795897947,219.9877928342188,1.0,0.6511544395617216,97.4485056267019,1.0,0.1056232184432302,345.23506998722263,1.5,0.7549408398579965,284.484579501535,1.0,0.2869746535740578,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,policy 0,dikesnet
80,76.24334458647334,1.0,0.9517823552859072,195.57711161319298,10,0.5805100984770408,330.567197511685,10,0.8619669459393349,232.38894253232527,1.0,0.5877128109333963,329.28569574320045,1.5,0.6961018348380553,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,policy 0,dikesnet
16,291.35119778319006,1.5,0.7356751638267663,265.18495143441123,1.0,0.8090427222362926,256.788888006569,10,0.06434565919492757,85.2312958256053,10,0.020990995506608573,200.1018288861564,10,0.2099060318772769,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,policy 0,dikesnet
49,39.557681691291286,10,0.026819867849602677,308.8762365695315,1.5,0.09043659561230162,202.20136893599044,1.0,0.2079924479682762,175.32367088378575,1.0,0.1500211024751676,261.75358282272975,1.0,0.7115337753354795,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,policy 0,dikesnet
112,235.03876840556228,1.5,0.35233385960515434,313.75800064468,10,0.5485263133364702,150.5812226467139,1.5,0.5839845776437,321.4322356054753,1.0,0.4459898658559976,107.09977232566825,10,0.3828905481182896,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,policy 0,dikesnet
31,293.7423067106205,1.5,0.7191392036583193,240.8982619181927,10,0.27792716505242365,244.87230876681934,1.5,0.5810601619393861,188.25274134436089,10,0.4797701939834942,182.3585852798332,1.0,0.1632735579799136,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,policy 0,dikesnet
17,330.2113275174207,1.5,0.05257109871139789,54.57846272441412,1.0,0.9913634878708583,139.80059005870066,1.5,0.557551294324221,137.84928648032442,10,0.9655163498051738,79.02883370819082,1.0,0.18891395869663774,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,policy 0,dikesnet
9,236.99587200025803,10,0.8045608596878545,303.28727866889994,10,0.7522832437514816,173.41490683053263,1.0,0.9691284881269324,88.24788140179028,1.5,0.39681897728017834,50.85238340970033,1.0,0.4635527464796728,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,policy 0,dikesnet
12,247.65497076129742,10,0.23545838325209562,323.3688370560566,1.5,0.4531935825727138,177.10317831635285,10,0.9986208006411829,280.2813167344517,1.5,0.44316373869695425,313.26823786238987,10,0.1999584776157738,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,policy 0,dikesnet
4,282.47678293528963,10,0.6081307856578603,254.29906415844923,1.5,0.09524413948730559,321.6535432796206,1.5,0.1763141253569666,318.7840848799019,10,0.855037105121716,262.4725308215545,10,0.29312532130202074,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,policy 0,dikesnet
59,263.8362374469409,10,0.15972721619523028,293.1425452930173,1.0,0.20683580310767707,187.99510850141348,1.5,0.07649141382068267,180.1953147641727,10,0.10715383690346374,260.9989861740411,10,0.19702325633822093,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,policy 0,dikesnet
102,82.61710186439132,1.0,0.7171034649687701,303.08780295909276,1.5,0.930208465026796,226.1982545793905,1.5,0.08498869878314466,296.9045176877928,1.5,0.01319263415571312,316.48535478620613,1.0,0.44415728605370464,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,policy 0,dikesnet
127,73.51142079821851,1.0,0.21125162580529933,274.7472561996126,1.5,0.9515169249293822,245.4140016470642,1.0,0.7065986699385818,139.06468615511935,1.0,0.8373196810891714,70.72187866457658,1.5,0.9165944027001904,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,policy 0,dikesnet
126,305.946457875963,1.0,0.3796729990761867,334.41425162325197,1.0,0.9009613730051416,294.8225793071959,1.5,0.6268603840837508,221.025480716965,10,0.7786157388332864,166.28566982826635,10,0.1954019027038576,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,policy 0,dikesnet
35,177.3069133612668,1.5,0.11869299791492309,325.29206194885694,10,0.2800721381742128,268.96270273954485,10,0.6373631166792834,63.823153529322575,1.0,0.8444418786677899,294.0540509152621,1.0,0.41936357727803,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,policy 0,dikesnet
