A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
73,189.6688772238628,1.5,0.954893100462283,109.80324365669078,10.0,0.227199981837652,42.00772485810848,10.0,0.5367194037361052,250.88760722322704,1.5,0.4856182966055426,193.8856179534627,1.0,0.3616340457430905,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
89,57.490101480224894,10.0,0.6050482220779344,171.14128535316246,10.0,0.6846180318420628,190.3626713078861,1.0,0.6597117822900143,182.1268691520817,1.0,0.5737373945415746,173.51081863703104,10.0,0.4448230922400038,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,policy 0,dikesnet
39,79.6101900060101,1.5,0.59956589372284,296.016909365585,10.0,0.740336361470422,303.1911830875811,1.5,0.1965997299998855,202.70163552745151,1.5,0.8367334757181829,123.66644224445147,1.5,0.3273745782362625,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,policy 0,dikesnet
8,33.68052560496148,10.0,0.1133058500599111,293.8582074710544,1.0,0.9273980791002732,280.5065409423425,1.5,0.4895086696405199,139.40345198690835,1.0,0.5184552476517954,266.6745597989683,1.5,0.3359782009846639,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,policy 0,dikesnet
51,262.549410981097,10.0,0.2457168880347378,49.6961040182368,1.0,0.0744276479775633,71.81526905392766,10.0,0.9041878683805776,340.2074355923237,10.0,0.3069944235086861,40.46493549715636,1.0,0.4604563149366942,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,policy 0,dikesnet
129,295.8566703976137,10.0,0.0679874749090399,289.69258273397946,10.0,0.5672901723163867,160.2869238501632,1.5,0.8495026247355487,327.0127298843533,10.0,0.3794544899711716,291.34951639097903,1.0,0.8842160158730632,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,policy 0,dikesnet
75,286.07660367832506,10.0,0.7701351036843075,137.5125751526528,1.0,0.5458834982854456,238.06589119651352,10.0,0.8927301276640603,205.7897663741477,1.5,0.3500549444932194,179.9914772243974,10.0,0.1102378445222304,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,policy 0,dikesnet
116,124.05304951312604,1.5,0.1886795086489092,32.97042560221819,10.0,0.4450452639061416,254.93846218686343,10.0,0.2847188114185616,271.5346161665897,10.0,0.3063507902987378,218.85666971483263,1.5,0.3053913057794214,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,policy 0,dikesnet
64,131.6371522650343,1.5,0.6850404234361457,344.31154571167144,1.0,0.9788079023950336,108.60892910905709,1.5,0.3638895455950965,64.2417429322678,1.0,0.3831160596360867,233.27072488868308,10.0,0.0185552759356129,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,policy 0,dikesnet
15,240.6311865398384,1.5,0.4228520710335599,75.33726634238184,1.5,0.3177590850685175,121.8412296207584,1.5,0.4699330278354914,121.2769749221878,1.0,0.7350057178523127,91.31178388728787,10.0,0.4092091815140646,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,policy 0,dikesnet
