A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
29,288.2561636206896,1.5,0.3169720750240446,53.80794732744687,10,0.5905834326877138,79.5490683257982,1.0,0.128752783182248,349.2990701051528,1.0,0.8014170882238436,109.90064878741579,1.5,0.14990970971389772,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
132,184.0963955768351,1.0,0.31296598607343223,327.50889593938086,10,0.03545857533411469,326.23872608203504,1.0,0.12944766292301518,174.44175345338655,1.0,0.20478557631103145,141.21090372883575,1.5,0.41821891871293926,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,policy 0,dikesnet
34,152.07232364888577,10,0.6420084747847665,315.37202720783677,1.5,0.4029704103247913,286.8725546961407,1.0,0.7284583055765762,133.39677745123163,10,0.44518264687737114,263.1835966449731,1.5,0.7506291028481951,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,policy 0,dikesnet
8,186.78447507044336,1.0,0.7577626933233316,147.45143885419955,1.0,0.3012363417110876,68.84905687936295,10,0.8303040634948945,261.6321013970224,1.5,0.6768310436234941,176.8495037699265,1.0,0.045283638583181816,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,policy 0,dikesnet
118,244.834776638656,1.5,0.1275997217239532,193.0062828402404,1.0,0.6208959241803625,103.91768201785965,1.5,0.2744395470532895,334.9859602363431,1.5,0.184870194898817,41.40250243951711,1.0,0.9484408088631557,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,policy 0,dikesnet
68,181.92611783577382,1.0,0.9282257263367514,143.3210101436757,1.0,0.6959241293938704,65.2645277386109,10,0.06207504547252331,335.1967600465122,1.5,0.8496328418515341,32.25275372911148,1.5,0.7929592344686472,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,policy 0,dikesnet
62,70.18424952820396,1.5,0.6148704090838698,295.1147928208766,1.0,0.07720530464061387,159.68815704001833,1.0,0.05584193827232488,193.13710782959689,1.0,0.6344563507155495,128.20065894502915,1.5,0.8739795555969859,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,policy 0,dikesnet
121,285.1768042434553,1.5,0.21568290793175482,328.43108618116594,1.5,0.7114734789429232,313.7031206837081,1.0,0.09223732016129212,330.7160430343863,10,0.7550721235777622,207.8877615654703,1.5,0.2663207079509184,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,policy 0,dikesnet
74,139.57483957726646,1.5,0.6577178607596089,271.14804466483673,1.5,0.6800555589102717,144.5460211695621,10,0.3520830194600074,31.79466528923815,10,0.8339502957631449,82.75577222768192,1.0,0.12251717359344333,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,policy 0,dikesnet
48,249.28894673780655,1.0,0.5750926308960322,181.64901845810905,1.0,0.8660838790358234,206.78977394351662,10,0.20678361624877017,76.89320278354538,10,0.14773662203539023,179.76159854579393,1.5,0.9898490263460619,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,policy 0,dikesnet
61,241.1357755839257,1.0,0.022123858868044445,242.48019557546007,1.5,0.28227349075506125,32.815886348121005,1.0,0.6685624809228087,116.05955230798696,1.0,0.30180675989186573,308.2254025720646,1.5,0.26928603953772495,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,policy 0,dikesnet
61,32.77067624683252,1.5,0.7242794930292451,285.0253538383999,1.5,0.06022494342855004,150.78714251867285,10,0.47642502678640214,304.99092503999873,1.5,0.2607961854715991,157.7373428644123,1.5,0.9466709732543347,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,policy 0,dikesnet
48,184.44559258004554,1.5,0.8813497366577101,90.8605601353169,1.0,0.18292413356915488,277.0159540961047,1.5,0.2924202266473093,79.76761342709104,1.0,0.010520704086707609,299.29673379185436,1.5,0.8040745584188234,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,policy 0,dikesnet
113,127.76690930355599,1.0,0.944956792287374,136.91133010227443,1.5,0.591994459729087,207.98740648358614,1.5,0.8089646308096629,190.702369680762,10,0.2530730955477388,100.40074942008539,10,0.651212387634834,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,policy 0,dikesnet
18,90.64595687056656,1.5,0.2934550812880166,180.3568643292255,1.0,0.5574835925247854,268.62337615344046,10,0.04486213121219,37.82703648450796,10,0.9302784203967768,183.5942556639082,10,0.3427961437753261,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,policy 0,dikesnet
105,130.30865963986756,10,0.3756172821590071,307.64565613265614,1.5,0.2592699686018705,152.86506833780243,1.0,0.024206018305595677,144.4191939007859,1.0,0.10099407173085892,69.96033904798081,10,0.8093353066606204,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,policy 0,dikesnet
129,344.2292266045069,1.0,0.6183732003827513,343.1429237859178,10,0.22752293256195874,311.03380690941157,1.0,0.8272370968299739,58.14891946720857,10,0.382980803626175,163.8619430921054,1.0,0.3337678276118375,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,policy 0,dikesnet
7,318.23768118507286,1.0,0.14180866509389486,249.72116885672767,1.5,0.39762223940122304,62.08294780079919,1.5,0.7304971477005628,204.06263319201332,1.0,0.5239120994874225,273.8394174691397,1.0,0.936481581437458,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,policy 0,dikesnet
103,347.92553031658065,10,0.46248293454480827,343.855211310241,10,0.20687462445348115,331.2778619909396,10,0.5404593251370505,281.14976286435467,1.0,0.07515748043306934,303.39843225647746,1.5,0.6302260079510228,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,policy 0,dikesnet
96,45.830958406652684,1.5,0.8599305805906109,120.85590495090598,10,0.4187323758575441,258.00876366722827,1.5,0.9137632668054801,181.30299788398088,10,0.9730300367726505,151.16800977922387,1.0,0.5457892743623801,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,policy 0,dikesnet
66,231.73030027903394,1.0,0.10828301243826474,309.93733259535253,1.5,0.6081553540246228,157.77246123842272,1.0,0.49405348593947046,135.9534509635037,1.5,0.7068390970719145,319.69238155267067,1.0,0.8734716829806176,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,policy 0,dikesnet
16,215.01289427040203,10,0.8146512956824391,296.5805854295169,1.5,0.8953558008475427,73.79557450438071,1.5,0.1352368141019397,206.58483744533183,10,0.7018631721263602,75.1862992862502,10,0.1849993260514186,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,policy 0,dikesnet
53,109.33135065070385,1.0,0.8150481890555912,329.90039639574326,10,0.47210050444153157,147.06752889400417,1.0,0.4203814848897141,93.55208483190201,1.0,0.11634516638933372,312.00934351973297,1.5,0.2654857408264233,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,policy 0,dikesnet
15,104.64687049052952,10,0.8104393408248847,152.10072896831377,1.5,0.5734904170496222,327.25648370706,1.0,0.5723830481181035,75.36435662751043,1.5,0.18769211833691368,76.55992495362624,1.5,0.6877868072122613,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,policy 0,dikesnet
92,92.9833888615162,1.5,0.9953627199651445,279.08709184502055,10,0.2097199069725477,234.6370117923472,1.0,0.7367344343501695,91.43446695746522,1.5,0.1670420724986171,72.13938669770438,1.0,0.6781929506438388,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,policy 0,dikesnet
125,124.7760341646572,1.0,0.03952440888676745,194.72902813542555,1.5,0.453341603748764,40.618304676471126,1.5,0.9624740812147846,46.04282326787904,1.0,0.30132674746783683,239.84714436370993,10,0.8513803383306359,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,policy 0,dikesnet
127,246.0866926996964,10,0.13099813345811387,289.22160594123756,1.5,0.8399937448061525,294.96770508368076,1.0,0.17728776867965287,83.68458733134281,1.0,0.5533037657042922,125.05558392043768,10,0.32287770599970855,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,policy 0,dikesnet
79,285.31693858843664,1.0,0.9249360328139367,237.8918115022703,10,0.026656444169607375,191.43072646888837,1.0,0.8499349730938802,216.17146062796067,1.5,0.21881522197385006,174.74789226718124,1.0,0.5004519906193345,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,policy 0,dikesnet
